G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
X                             101         0.8991669423      0.5000000000      0.0000000000      0.0000000000
M                             156         1.3955506995      0.5000000000      0.5000000000      0.0000000000
G                             270         2.4226329866      0.0000000000      0.0000000000      0.0000000000
Y                             325         2.9190167438      0.0000000000      0.5000000000      0.0000000000
